group,taxa,species,sp_ncbi,GS_source,GS_obs,Cvalue_1C_pg,ploidy,N_chromosomes_2n,method,congener
vert,Mammal,Abrothrix olivaceus pencanus,Abrothrix olivaceus pencanus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,species (synonym) Akodon olivaceus,3.05,NA,NA,Fe,no
vert,Mammal,Abrothrix sanborni,Abrothrix sanborni,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Akodon xanthorhinus xanthorhinus,Abrothrix xanthorhinus xanthorhinus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,species Akodon xanthorhinus,3.16,NA,52,Fe,no
vert,Mammal,Alopex lagopus,Vulpes lagopus,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Canis latrans,Canis latrans,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.82,NA,78,FC_X,no
vert,Mammal,Canis lupus,Canis lupus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.81,NA,78,FC_X,no
vert,Mammal,Cervus elaphus,Cervus elaphus,"Ferrari MR, Giuliano SM, Spirito SE, Rivolta MA & Fernández HA. 2008. Estudios preliminares del núcleo espermático de ciervo colorado (Cervus elaphus). InVet 10(2): 73-80.",NA,3.88,NA,NA,Fe,no
vert,Mammal,Cervus elaphus hispanicus,Cervus elaphus hispanicus,"Ferrari MR, Giuliano SM, Spirito SE, Rivolta MA & Fernández HA. 2008. Estudios preliminares del núcleo espermático de ciervo colorado (Cervus elaphus). InVet 10(2): 73-80.",species Cervus elaphus,3.88,NA,NA,Fe,no
vert,Mammal,Cervus elaphus scoticus,Cervus elaphus scoticus,"Ferrari MR, Giuliano SM, Spirito SE, Rivolta MA & Fernández HA. 2008. Estudios preliminares del núcleo espermático de ciervo colorado (Cervus elaphus). InVet 10(2): 73-80.",species Cervus elaphus,3.88,NA,NA,Fe,no
vert,Mammal,Chaetodipus fallax fallax,Chaetodipus fallax fallax,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Chionomys nivalis,Chionomys nivalis,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Dipodomys merriami merriami,Dipodomys merriami merriami,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.52,NA,52,GCD,no
vert,Mammal,Gulo gulo,Gulo gulo,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Herpestes javanicus,Urva javanica,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Lemmus trimucronatus nigripes,Lemmus trimucronatus,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Lophuromys flavopunctatus zena,Lophuromys flavopunctatus,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Lynx canadensis,Lynx canadensis,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Macropus giganteus,Macropus giganteus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.91,NA,NA,Fe,no
vert,Mammal,Macropus giganteus,Macropus giganteus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,4.21,NA,16,Fe,no
vert,Mammal,Macropus rufogriseus,Notamacropus rufogriseus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,synonym Macropus rufogrigeus,5.58,NA,NA,FC_X,no
vert,Mammal,Martes americana,Martes americana,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Martes foina,Martes foina,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Martes martes,Martes martes,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Martes melampus,Martes melampus,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Meles meles,Meles meles,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Microtus mexicanus mexicanus,Microtus mexicanus,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Microtus pennsylvanicus pennsylvanicus,Microtus pennsylvanicus pennsylvanicus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,species Microtus pennsylvanicus,2.63,NA,46,Fe,no
vert,Mammal,Mus musculus,Mus musculus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.45,NA,NA,SCF,no
vert,Mammal,Mus musculus,Mus musculus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.92,NA,NA,BCA,no
vert,Mammal,Mus musculus,Mus musculus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.93,NA,NA,Fe,no
vert,Mammal,Mus musculus,Mus musculus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.02,NA,NA,FC_X,no
vert,Mammal,Mus musculus,Mus musculus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.25,NA,40,FC_X,no
vert,Mammal,Mus musculus,Mus musculus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.26,NA,NA,FC_X,no
vert,Mammal,Mus musculus,Mus musculus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.26,NA,NA,Fe,no
vert,Mammal,Mus musculus,Mus musculus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.28,NA,NA,FIA,no
vert,Mammal,Mus musculus,Mus musculus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.31,NA,NA,Fe,no
vert,Mammal,Mus musculus,Mus musculus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.35,NA,NA,FC_X,no
vert,Mammal,Mus musculus,Mus musculus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.38,NA,NA,Fe,no
vert,Mammal,Mus musculus,Mus musculus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.45,NA,NA,Fe,no
vert,Mammal,Mus musculus,Mus musculus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.52,NA,NA,Fe,no
vert,Mammal,Mus musculus,Mus musculus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,4.03,NA,NA,Fe,no
vert,Mammal,Mustela erminea,Mustela erminea,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Mustela frenata,Mustela frenata,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Mustela nivalis,Mustela nivalis,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.08,NA,42,SCF,no
vert,Mammal,Mustela putorius,Mustela putorius,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.81,NA,NA,FC_X,no
vert,Mammal,Mustela vison,Neogale vison,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Nyctereutes procyonoides,Nyctereutes procyonoides,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,subspecies Nyctereutes procyonoides viverrinus,3.27,NA,54,FC_X,no
vert,Mammal,Nyctereutes procyonoides,Nyctereutes procyonoides,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,subspecies Nyctereutes procyonoides viverrinus,3.19,NA,38,FC_X,no
vert,Mammal,Oligoryzomys longicaudatus philippii,Oligoryzomys longicaudatus philippii,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Oryctolagus cuniculus,Oryctolagus cuniculus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.5,NA,NA,UVM,no
vert,Mammal,Oryctolagus cuniculus,Oryctolagus cuniculus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.88,NA,NA,UVM,no
vert,Mammal,Oryctolagus cuniculus,Oryctolagus cuniculus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.09,NA,NA,BCA,no
vert,Mammal,Oryctolagus cuniculus,Oryctolagus cuniculus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.26,NA,44,FC_X,no
vert,Mammal,Oryctolagus cuniculus,Oryctolagus cuniculus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.42,NA,NA,FC_X,no
vert,Mammal,Oryctolagus cuniculus,Oryctolagus cuniculus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.52,NA,NA,Fe,no
vert,Mammal,Oryctolagus cuniculus,Oryctolagus cuniculus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.57,NA,NA,SCF,no
vert,Mammal,Ovis aries,Ovis aries,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.34,NA,NA,UVM,no
vert,Mammal,Ovis aries,Ovis aries,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.57,NA,NA,BCA,no
vert,Mammal,Ovis aries,Ovis aries,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.3,NA,54,Fe,no
vert,Mammal,Ovis aries,Ovis aries,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.33,NA,NA,BCA,no
vert,Mammal,Ovis aries,Ovis aries,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.5,NA,NA,BCA,no
vert,Mammal,Ovis canadensis,Ovis canadensis,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Peromyscus leucopus,Peromyscus leucopus,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Peromyscus leucopus noveboracensis,Peromyscus leucopus noveboracensis,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Peromyscus maniculatus anacapae,Peromyscus maniculatus anacapae,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,species Peromyscus maniculatus,4.36,NA,48,SCF,no
vert,Mammal,Peromyscus maniculatus blandus,Peromyscus maniculatus blandus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,species Peromyscus maniculatus,4.36,NA,48,SCF,no
vert,Mammal,Peromyscus maniculatus elusus,Peromyscus maniculatus elusus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,species Peromyscus maniculatus,4.36,NA,48,SCF,no
vert,Mammal,Peromyscus maniculatus nubiterrae,Peromyscus maniculatus nubiterrae,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,species Peromyscus maniculatus,4.36,NA,48,SCF,no
vert,Mammal,Peromyscus maniculatus santacruzae,Peromyscus maniculatus santacruzae,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,species Peromyscus maniculatus,4.36,NA,48,SCF,no
vert,Mammal,Phyllotis xanthopygus chilensis,Phyllotis xanthopygus chilensis,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,different subspecies Phyllotis xanthopygus rupestris,4.17,NA,38,SCF,no
vert,Mammal,Phyllotis xanthopygus chilensis,Phyllotis xanthopygus chilensis,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,different subspecies Phyllotis xanthopygus vaccarum,3.9,NA,38,SCF,no
vert,Mammal,Phyllotis xanthopygus chilensis,Phyllotis xanthopygus chilensis,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,different subspecies Phyllotis xanthopygus xanthopygus,3.54,NA,38,SCF,no
vert,Mammal,Praomys jacksoni,Praomys jacksoni,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Procyon lotor,Procyon lotor,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.85,NA,38,FC_X,no
vert,Mammal,Rangifer t. tarandus,Rangifer tarandus tarandus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,species Rangifer tarandus,3.41,NA,NA,FC_X,no
vert,Mammal,Rattus rattus,Rattus rattus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.63,NA,NA,Fe,no
vert,Mammal,Rattus rattus,Rattus rattus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.03,NA,42,FC_X,no
vert,Mammal,Rattus rattus,Rattus rattus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.03,NA,NA,UVM,no
vert,Mammal,Rattus rattus,Rattus rattus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.14,NA,NA,Fe,no
vert,Mammal,Rattus rattus,Rattus rattus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.48,NA,NA,Fe,no
vert,Mammal,Rattus tanezumi mindanensis,Rattus tanezumi,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Sciurus carolinensis pennsylvanicus,Neosciurus carolinensis,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,species Sciurus carolinensis,4.46,NA,NA,FIA,no
vert,Mammal,Sciurus carolinensis pennsylvanicus,Neosciurus carolinensis,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,species Sciurus carolinensis,5.18,NA,40,Fe,no
vert,Mammal,Spilogale gracilis,Spilogale gracilis,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Tachyoryctes splendens naivashae,Tachyoryctes splendens,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Tamias striatus griseus,Tamias striatus,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Thomomys umbrinus umbrinus,Thomomys umbrinus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,different subspecies Thomomys umbrinus intermedius,4.38,NA,78,FC_X,no
vert,Mammal,Urocyon cinereoargenteus,Urocyon cinereoargenteus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.07,NA,66,FC_X,no
vert,Mammal,Urocyon littoralis,Urocyon littoralis,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Ursus arctos,Ursus arctos,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.75,NA,74,FC_X,no
vert,Mammal,Viverra tangalunga,Viverra tangalunga,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Vulpes vulpes,Vulpes vulpes,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.85,NA,34,FC_X,no
vert,Reptile,Pseudechis porphyriacus,Pseudechis porphyriacus,NA,NA,NA,NA,NA,NA,NA
vert,Reptile,Malaclemys terrapin,Malaclemys terrapin,NA,NA,NA,NA,NA,NA,NA
vert,Bird,Baeolophus bicolor,Baeolophus bicolor,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Baeolophus inornatus,1.32,NA,NA,FIA,yes
vert,Bird,Colaptes auratus auratus,Colaptes auratus,"Hruska JP & Manthey JD. 2021. De novo assembly of a chromosome-scale reference genome for the northern flicker Colaptes auratus. G3, 11(1): jkaa026.",NA,1.409,NA,NA,seq,no
vert,Bird,Contopus cooperi,Contopus cooperi,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Contopus cinereus,1.24,NA,NA,FIA,yes
vert,Bird,Contopus cooperi,Contopus cooperi,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Contopus fumigatus,1.13,NA,NA,FIA,yes
vert,Bird,Contopus cooperi,Contopus cooperi,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Contopus virens,1.15,NA,NA,FIA,yes
vert,Bird,Helmitheros vermivorum,Helmitheros vermivorum,NA,NA,NA,NA,NA,NA,NA
vert,Bird,Icterus spurius,Icterus spurius,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,1.27,NA,NA,FIA,no
vert,Bird,Junco hyemalis hyemalis,Junco hyemalis,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,Dark-eyed junco,1.3,NA,NA,FIA,no
vert,Bird,Setophaga cerulea,Setophaga cerulea,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Setophaga pitiayumi,1.43,NA,NA,FIA,yes
vert,Bird,Setophaga cerulea,Setophaga cerulea,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Setophaga ruticilla,1.31,NA,NA,FIA,yes
vert,Bird,Setophaga discolor,Setophaga discolor,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Setophaga pitiayumi,1.43,NA,NA,FIA,yes
vert,Bird,Setophaga discolor,Setophaga discolor,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Setophaga ruticilla,1.31,NA,NA,FIA,yes
vert,Bird,Setophaga dominica,Setophaga dominica,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Setophaga pitiayumi,1.43,NA,NA,FIA,yes
vert,Bird,Setophaga dominica,Setophaga dominica,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Setophaga ruticilla,1.31,NA,NA,FIA,yes
vert,Bird,Tyrannus tyrannus,Tyrannus tyrannus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,1.25,NA,NA,FIA,no
vert,Bird,Vireo flavifrons,Vireo flavifrons,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Vireo gilvus,1.31,NA,NA,FIA,yes
vert,Bird,Vireo flavifrons,Vireo flavifrons,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Vireo olivaceus,1.24,NA,NA,FIA,yes
vert,Bird,Vireo flavifrons,Vireo flavifrons,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Vireo olivaceus,1.25,NA,NA,FIA,yes
vert,Bird,Vireo flavifrons,Vireo flavifrons,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Vireo philadelphicus,1.35,NA,NA,FIA,yes
vert,Bird,Vireo gilvus,Vireo gilvus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Vireo gilvus,1.31,NA,NA,FIA,yes
vert,Bird,Vireo gilvus,Vireo gilvus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Vireo olivaceus,1.24,NA,NA,FIA,yes
vert,Bird,Vireo gilvus,Vireo gilvus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Vireo olivaceus,1.25,NA,NA,FIA,yes
vert,Bird,Vireo gilvus,Vireo gilvus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Vireo philadelphicus,1.35,NA,NA,FIA,yes
